OBJECTID,FID_grid_25,grid_area,grid_id,FID_sz_1066,ID,AREA,ZONE,TAZ,SNAME,SECT6,SECT8,SECT12,SECT_T,SECT24,SECT50,CLASS2001,CLASS2010,CLASS2020,CLASS2030,HSSECT,DISTRICT,INCCLASS,EMPINC,INCCLASS05,INCCLASS30,EMPINC05,EMPINC30,TOURE,HKSZ,POP2005,POP2030,EMP2005,EMP2030,SECT29,mianji,CODE,_,_1,New_CODE,new_CODE_A,Area_A,codeA,code1112,code_1112,newTAZcode,TAZ_code,newCODE,code2,newCODE1,newTAZ_No,ORIG_ID,NewArea,Shape_Length,Shape_Area,segArea
346,272,3325506.5,271,66,1090,0.348903,1090,9,LH002-01-07,1,1,1,1,1,2,54,33,22,12,1,0,0,0,0,0,0,0,0,202,37675,1294,14012,1040,1,901584.6441,11122,122722.6412,0,0,0,901585,0,0,0,0,0,0,0,111220,1503,66,898905,0.01663573,1.79075E-05,204264.4688
347,272,3325506.5,271,67,1040,0.225627,1040,4,LH001-06-05,1,1,1,1,1,1,54,33,22,11,1,0,0,0,0,0,0,0,0,201,27225,6302,26384,4243,1,583032.7729,11121,121842.9551,0,0,0,583033,0,0,0,0,0,0,0,111210,1504,67,581309,0.026238695,3.04095E-05,346875.8125
348,272,3325506.5,271,68,1030,0.412338,1030,3,LH001-01-16,1,1,1,1,1,1,54,33,22,11,1,0,0,0,0,0,0,0,0,201,32725,8436,68623,4372,1,1065502.835,11053,121285.0859,0,0,0,1065500,0,0,0,0,0,0,0,110530,1505,68,1062390,0.045484648,8.41189E-05,959550.125
349,272,3325506.5,271,69,1020,0.419878,1020,2,LH001-01-16,1,1,1,1,1,1,34,23,12,11,1,0,0,0,0,0,0,0,0,201,27500,1404,35735,286,1,1084985.689,11052,120594.3873,0,0,0,1084990,0,0,0,0,0,0,0,110520,1506,69,1081850,0.032411145,2.98787E-05,340840.4063
350,273,3279864.5,272,62,1100,0.834067,1100,10,LH002-04-05,1,1,1,1,1,2,56,35,24,13,1,0,0,0,0,0,0,0,0,202,49555,15633,15106,2750,1,2155277.942,11141,124073.643,0,0,0,2155280,0,0,0,0,0,0,0,111410,1501,62,2148760,0.027568444,2.75187E-05,313894.3438
351,273,3279864.5,272,66,1090,0.348903,1090,9,LH002-01-07,1,1,1,1,1,2,54,33,22,12,1,0,0,0,0,0,0,0,0,202,37675,1294,14012,1040,1,901584.6441,11122,122722.6412,0,0,0,901585,0,0,0,0,0,0,0,111220,1503,66,898905,0.023504662,2.44882E-05,279325.5938
352,274,3291166.75,273,62,1100,0.834067,1100,10,LH002-04-05,1,1,1,1,1,2,56,35,24,13,1,0,0,0,0,0,0,0,0,202,49555,15633,15106,2750,1,2155277.942,11141,124073.643,0,0,0,2155280,0,0,0,0,0,0,0,111410,1501,62,2148760,0.010889223,5.09806E-06,58149.59375
353,278,3290825,277,59,4010,0.481257,4010,146,YT101-01-16,4,5,4,14,23,24,57,45,34,22,5,0,0,0,0,0,0,0,0,223,42296,16265,40536,1958,4,1243606.2,14012,132442.4907,0,0,0,1243610,0,0,0,0,0,0,0,140120,2506,59,1239680,0.015429022,7.62381E-06,86950.33594
354,292,3278316,291,446,8310,1.552826,8310,484,LG403-01,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,2000,245,11640,11056,19249,4283,29,8209132.048,22101,159153.0168,0,0,0,8847050,0,0,0,0,0,0,0,221010,6510,446,8817220,0.025202369,2.86456E-05,326589.375
355,293,3323770.75,292,446,8310,1.552826,8310,484,LG403-01,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,2000,245,11640,11056,19249,4283,29,8209132.048,22101,159153.0168,0,0,0,8847050,0,0,0,0,0,0,0,221010,6510,446,8817220,0.060894884,0.000182562,2081434.375
356,293,3323770.75,292,447,8350,13.02175,8350,488,LG403-T1,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,0,245,8160,22,107,16,29,24450610.22,22998,160839.9764,0,0,0,24450600,0,0,0,0,0,0,0,229980,6511,447,24374100,0.043319086,7.80411E-05,889778
357,293,3323770.75,292,449,8240,4.226685,8240,477,LG402-T1,6,5,12,22,44,49,78,67,56,45,5,0,0,0,0,0,0,0,0,244,8857,378,2333,528,28,6770798.642,22982,158553.5804,0,0,0,6770800,0,0,0,0,0,0,0,229820,6513,449,6746230,0.019958388,2.0761E-05,236691.125
358,294,3278164,293,440,8320,2.363854,8320,485,LG403-02,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,0,245,1800,16490,55,11048,29,3777709.531,22082,162337.3799,0,0,0,3777710,0,0,0,0,0,0,0,220820,6504,440,3764660,0.07074021,0.000183223,2088925.375
359,294,3278164,293,445,8360,23.085968,8360,489,LG403-T2,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,0,245,7320,0,0,0,29,58589724.9,22997,167401.0137,0,0,0,58589700,0,0,0,0,0,0,0,229970,6509,445,58389900,0.027872034,1.81682E-05,207145.1719
360,294,3278164,293,447,8350,13.02175,8350,488,LG403-T1,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,0,245,8160,22,107,16,29,24450610.22,22998,160839.9764,0,0,0,24450600,0,0,0,0,0,0,0,229980,6511,447,24374100,0.045485283,6.30356E-05,718674.625
361,294,3278164,293,449,8240,4.226685,8240,477,LG402-T1,6,5,12,22,44,49,78,67,56,45,5,0,0,0,0,0,0,0,0,244,8857,378,2333,528,28,6770798.642,22982,158553.5804,0,0,0,6770800,0,0,0,0,0,0,0,229820,6513,449,6746230,0.019066362,2.16085E-05,246351.0938
362,295,3323617.75,294,440,8320,2.363854,8320,485,LG403-02,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,0,245,1800,16490,55,11048,29,3777709.531,22082,162337.3799,0,0,0,3777710,0,0,0,0,0,0,0,220820,6504,440,3764660,0.046846471,0.000102906,1173212.375
363,295,3323617.75,294,445,8360,23.085968,8360,489,LG403-T2,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,0,245,7320,0,0,0,29,58589724.9,22997,167401.0137,0,0,0,58589700,0,0,0,0,0,0,0,229970,6509,445,58389900,0.064424596,0.000188621,2150412.5
364,296,3278014.25,295,445,8360,23.085968,8360,489,LG403-T2,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,0,245,7320,0,0,0,29,58589724.9,22997,167401.0137,0,0,0,58589700,0,0,0,0,0,0,0,229970,6509,445,58389900,0.067871094,0.000287533,3278014.25
365,297,3323467,296,443,8340,1.19898,8340,487,LG403-T2-01,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,5000,245,360,2179,0,5384,29,4110628.615,22091,166321.6104,0,0,0,3782920,0,0,0,0,0,0,0,220910,6507,443,3769100,0.017084689,9.13069E-06,104087.8672
366,297,3323467,296,445,8360,23.085968,8360,489,LG403-T2,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,0,245,7320,0,0,0,29,58589724.9,22997,167401.0137,0,0,0,58589700,0,0,0,0,0,0,0,229970,6509,445,58389900,0.067865939,0.000282396,3219354
367,298,3277866.5,297,443,8340,1.19898,8340,487,LG403-T2-01,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,5000,245,360,2179,0,5384,29,4110628.615,22091,166321.6104,0,0,0,3782920,0,0,0,0,0,0,0,220910,6507,443,3769100,0.005841447,1.27405E-06,14523.43555
368,298,3277866.5,297,445,8360,23.085968,8360,489,LG403-T2,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,0,245,7320,0,0,0,29,58589724.9,22997,167401.0137,0,0,0,58589700,0,0,0,0,0,0,0,229970,6509,445,58389900,0.066832586,0.000286024,3260651.25
369,299,3289175.25,298,445,8360,23.085968,8360,489,LG403-T2,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,0,245,7320,0,0,0,29,58589724.9,22997,167401.0137,0,0,0,58589700,0,0,0,0,0,0,0,229970,6509,445,58389900,0.071597335,0.000264741,3017948.5
370,300,3311864.5,299,445,8360,23.085968,8360,489,LG403-T2,6,5,12,22,45,50,88,77,66,55,5,0,0,0,0,0,0,0,0,245,7320,0,0,0,29,58589724.9,22997,167401.0137,0,0,0,58589700,0,0,0,0,0,0,0,229970,6509,445,58389900,0.012183686,5.50412E-06,62747.37109
371,306,3293275.75,305,79,5090,2.549779,5090,172,BA101-B,5,8,5,15,26,27,68,57,46,35,8,0,0,0,0,0,0,0,0,250,16539,4488,64,18757,0,6588781.891,15997,94184.32029,1,0,159972,1711030,0,0,0,0,0,0,0,159972,3003,79,1706540,0.007275022,2.10665E-06,24037.19922
372,307,3338918.25,306,78,5080,0.991523,5080,171,BA101A-02,5,8,5,15,26,27,67,45,33,21,8,0,0,0,0,0,0,0,1000,226,12816,49992,348,5648,5,1384221.073,15131,95645.21295,1,0,151312,741579,0,0,0,0,0,0,0,151312,3002,78,739595,0.002551516,2.98023E-07,3400.401855
373,307,3338918.25,306,79,5090,2.549779,5090,172,BA101-B,5,8,5,15,26,27,68,57,46,35,8,0,0,0,0,0,0,0,0,250,16539,4488,64,18757,0,6588781.891,15997,94184.32029,1,0,159972,1711030,0,0,0,0,0,0,0,159972,3003,79,1706540,0.044033191,0.000106189,1211665.375
374,307,3338918.25,306,810,5090,2.549779,5090,172,BA101-B,5,8,5,15,26,27,68,57,46,35,8,0,0,0,0,0,0,0,0,250,16539,4488,64,18757,0,6588781.891,15988,94184.32029,0,0,0,1368240,0,0,0,0,0,0,0,181890,3070,810,1364720,0.040594745,9.34917E-05,1066825.625
375,307,3338918.25,306,835,5080,0.991523,5080,171,BA101A-02,5,8,5,15,26,27,67,45,33,21,8,0,0,0,0,0,0,0,1000,226,12816,49992,348,5648,5,1384221.073,15131,95645.21295,1,0,151311,642642,0,0,0,0,0,0,0,131721,3076,835,640951,0.021905113,2.04723E-05,233594.6875
376,307,3338918.25,306,837,5100,1.238233,5100,173,BA103A-01,5,8,5,15,27,29,68,46,35,23,8,0,0,0,0,0,0,0,0,227,49917,58290,8534,8472,6,1596975.308,15113,94801.18817,1,0,151132,664825,0,0,0,0,0,0,0,131716,3078,837,663037,0.016861107,1.15335E-05,131597.5938
377,308,3293084.25,307,77,5070,1.104823,5070,170,BA101A-01,5,8,5,15,26,27,67,45,33,21,8,0,0,0,0,0,0,0,1000,226,19780,17382,591,2246,5,2854922.501,15999,97538.26292,1,0,159992,971333,0,0,0,0,0,0,0,159992,3001,77,968741,0.018852186,1.77585E-05,202624.5938
378,308,3293084.25,307,78,5080,0.991523,5080,171,BA101A-02,5,8,5,15,26,27,67,45,33,21,8,0,0,0,0,0,0,0,1000,226,12816,49992,348,5648,5,1384221.073,15131,95645.21295,1,0,151312,741579,0,0,0,0,0,0,0,151312,3002,78,739595,0.029358494,4.78905E-05,546427.625
379,308,3293084.25,307,314,5060,0.673141,5060,169,BA101A-03,5,8,5,15,26,27,57,45,33,21,8,0,0,0,0,0,0,0,0,226,32168,17365,1993,2408,5,1278789.739,15132,96808.57433,1,0,151321,780368,0,0,0,0,0,0,0,151321,3031,314,778252,0.015753285,1.04047E-05,118715.4531
380,308,3293084.25,307,661,5080,0.991523,5080,171,BA101A-02,5,8,5,15,26,27,67,45,33,21,8,0,0,0,0,0,0,0,1000,226,12816,49992,348,5648,5,1177933.484,15998,96119.94484,0,0,0,1177930,0,0,0,0,0,0,0,131751,3047,661,1174870,0.040170537,9.04519E-05,1032107.188
381,308,3293084.25,307,832,5070,1.104823,5070,170,BA101A-01,5,8,5,15,26,27,67,45,33,21,8,0,0,0,0,0,0,0,1000,226,19780,17382,591,2246,5,2854922.501,15999,97538.26292,1,0,159991,672396,0,0,0,0,0,0,0,132414,3073,832,670636,0.025726502,3.92515E-05,447879.5938
382,308,3293084.25,307,835,5080,0.991523,5080,171,BA101A-02,5,8,5,15,26,27,67,45,33,21,8,0,0,0,0,0,0,0,1000,226,12816,49992,348,5648,5,1384221.073,15131,95645.21295,1,0,151311,642642,0,0,0,0,0,0,0,131721,3076,835,640951,0.026793978,3.64222E-05,415589.0625
383,308,3293084.25,307,840,5060,0.673141,5060,169,BA101A-03,5,8,5,15,26,27,57,45,33,21,8,0,0,0,0,0,0,0,0,226,32168,17365,1993,2408,5,1278789.739,15132,96808.57433,1,0,151322,498421,0,0,0,0,0,0,0,159993,3081,840,497078,0.017937674,2.04444E-05,233265.7813
384,309,3304423.75,308,71,3240,2.136435,3240,116,NS006-01-05,3,4,3,8,16,18,56,34,23,11,4,0,0,0,0,0,0,0,0,218,13008,4220,835,9681,3,5520648.563,13171,98462.06993,1,0,131715,1639450,0,0,0,0,0,0,0,131715,2001,71,1635200,0.022964845,2.9264E-05,333912.8438
385,309,3304423.75,308,77,5070,1.104823,5070,170,BA101A-01,5,8,5,15,26,27,67,45,33,21,8,0,0,0,0,0,0,0,1000,226,19780,17382,591,2246,5,2854922.501,15999,97538.26292,1,0,159992,971333,0,0,0,0,0,0,0,159992,3001,77,968741,0.030751925,6.37434E-05,727300.4375
386,309,3304423.75,308,268,5020,0.593498,5020,165,BA102A-03,5,8,5,15,26,28,56,44,33,22,8,0,0,0,0,0,0,0,0,226,58663,30375,62233,3645,5,1143504.361,15143,98716.56452,1,0,151431,319165,0,0,0,0,0,0,0,151431,3008,268,318298,0.019228031,1.85408E-05,211539.75
387,309,3304423.75,308,662,5010,0.575375,5010,164,BA102A-03,5,8,5,15,26,28,56,44,33,22,8,0,0,0,0,0,0,0,0,226,73639,29995,57237,2903,5,821167.8281,15142,97941.64266,0,0,0,821168,0,0,0,0,0,0,0,131731,3048,662,818918,0.012983781,6.68317E-06,76251.35938
388,309,3304423.75,308,831,3240,2.136435,3240,116,NS006-01-05,3,4,3,8,16,18,56,34,23,11,4,0,0,0,0,0,0,0,0,218,13008,4220,835,9681,3,5520648.563,13171,98462.06993,1,0,131713,698681,0,0,0,0,0,0,0,132413,2088,831,696889,0.00648888,1.84216E-06,21020.11133
389,309,3304423.75,308,832,5070,1.104823,5070,170,BA101A-01,5,8,5,15,26,27,67,45,33,21,8,0,0,0,0,0,0,0,1000,226,19780,17382,591,2246,5,2854922.501,15999,97538.26292,1,0,159991,672396,0,0,0,0,0,0,0,132414,3073,832,670636,0.021039975,1.95578E-05,223162.1094
390,309,3304423.75,308,833,5070,1.104823,5070,170,BA101A-01,5,8,5,15,26,27,67,45,33,21,8,0,0,0,0,0,0,0,1000,226,19780,17382,591,2246,5,2854922.501,15999,97538.26292,1,0,159993,510903,0,0,0,0,0,0,0,131732,3074,833,509572,0.027301502,3.41889E-05,390113.5313
391,309,3304423.75,308,834,5070,1.104823,5070,170,BA101A-01,5,8,5,15,26,27,67,45,33,21,8,0,0,0,0,0,0,0,1000,226,19780,17382,591,2246,5,2854922.501,15999,97538.26292,1,0,159994,700290,0,0,0,0,0,0,0,131741,3075,834,698438,0.032666812,6.14822E-05,701519.375
392,309,3304423.75,308,840,5060,0.673141,5060,169,BA101A-03,5,8,5,15,26,27,57,45,33,21,8,0,0,0,0,0,0,0,0,226,32168,17365,1993,2408,5,1278789.739,15132,96808.57433,1,0,151322,498421,0,0,0,0,0,0,0,159993,3081,840,497078,0.012407908,6.57141E-06,74976.35156
393,309,3304423.75,308,890,3240,2.136435,3240,116,NS006-01-05,3,4,3,8,16,18,56,34,23,11,4,0,0,0,0,0,0,0,0,218,13008,4220,835,9681,3,5520648.563,13171,98462.06993,1,0,131714,558463,0,0,0,0,0,0,0,130512,2104,890,556973,0.00509277,1.19209E-06,13601.80273
394,309,3304423.75,308,891,5020,0.593498,5020,165,BA102A-03,5,8,5,15,26,28,56,44,33,22,8,0,0,0,0,0,0,0,0,226,58663,30375,62233,3645,5,1143504.361,15143,98716.56452,1,0,151432,304833,0,0,0,0,0,0,0,130521,3088,891,304005,0.021435148,2.38568E-05,272192.25
395,309,3304423.75,308,892,5020,0.593498,5020,165,BA102A-03,5,8,5,15,26,28,56,44,33,22,8,0,0,0,0,0,0,0,0,226,58663,30375,62233,3645,5,1143504.361,15143,98716.56452,1,0,151433,519506,0,0,0,0,0,0,0,130522,3089,892,518111,0.019694324,2.02507E-05,231056.5469
396,310,3327196.5,309,71,3240,2.136435,3240,116,NS006-01-05,3,4,3,8,16,18,56,34,23,11,4,0,0,0,0,0,0,0,0,218,13008,4220,835,9681,3,5520648.563,13171,98462.06993,1,0,131715,1639450,0,0,0,0,0,0,0,131715,2001,71,1635200,0.017651364,1.36159E-05,155364.0625
397,310,3327196.5,309,123,3310,1.281428,3310,123,BA102-04-19,3,4,3,8,16,18,57,36,25,14,4,0,0,0,0,0,0,0,0,218,27500,7139,7841,1629,3,1763685.035,13061,100398.8303,1,0,130611,1052260,0,0,0,0,0,0,0,130611,2021,123,1049330,0.016273812,1.37463E-05,156832.5938
398,310,3327196.5,309,125,3290,0.396211,3290,121,NS006-04-01,3,4,3,8,16,18,55,34,23,12,4,0,0,0,0,0,0,0,0,218,13200,1213,4775,131,3,1023828.174,13062,100473.6775,0,0,0,1023830,0,0,0,0,0,0,0,130620,2023,125,1021090,0.033770813,6.78301E-05,773930.75
399,310,3327196.5,309,267,5040,1.285842,5040,167,BA102A-01,5,8,5,15,26,28,67,46,35,24,8,0,0,0,0,0,0,0,0,226,114244,36407,62989,6845,5,1854936.026,15159,99880.32233,1,0,151591,1021780,0,0,0,0,0,0,0,151591,3007,267,1018890,0.002298575,2.23517E-07,2550.104248
400,310,3327196.5,309,546,5040,1.285842,5040,167,BA102A-01,5,8,5,15,26,28,67,46,35,24,8,0,0,0,0,0,0,0,0,226,114244,36407,62989,6845,5,807526.7087,15158,99484.94746,0,0,0,807527,0,0,0,0,0,0,0,150730,3043,546,805311,0.027102826,3.01953E-05,344511.7188
401,310,3327196.5,309,842,3310,1.281428,3310,123,BA102-04-19,3,4,3,8,16,18,57,36,25,14,4,0,0,0,0,0,0,0,0,218,27500,7139,7841,1629,3,1763685.035,13061,100398.8303,1,0,130612,711421,0,0,0,0,0,0,0,151311,2089,842,709488,0.032532739,5.92228E-05,675693.0625
402,310,3327196.5,309,889,3270,0.58321,3270,119,NS006-03-02,3,4,3,8,16,18,55,34,23,12,4,0,0,0,0,0,0,0,0,218,27665,13328,16473,1041,3,1507041.603,13161,99924.26535,1,0,131611,358445,0,0,0,0,0,0,0,130712,2103,889,357495,0.02456214,3.1054E-05,354329.5625
403,310,3327196.5,309,890,3240,2.136435,3240,116,NS006-01-05,3,4,3,8,16,18,56,34,23,11,4,0,0,0,0,0,0,0,0,218,13008,4220,835,9681,3,5520648.563,13171,98462.06993,1,0,131714,558463,0,0,0,0,0,0,0,130512,2104,890,556973,0.029688052,4.73876E-05,540686.4375
404,310,3327196.5,309,891,5020,0.593498,5020,165,BA102A-03,5,8,5,15,26,28,56,44,33,22,8,0,0,0,0,0,0,0,0,226,58663,30375,62233,3645,5,1143504.361,15143,98716.56452,1,0,151432,304833,0,0,0,0,0,0,0,130521,3088,891,304005,0.007342108,2.48477E-06,28349.33789
405,310,3327196.5,309,892,5020,0.593498,5020,165,BA102A-03,5,8,5,15,26,28,56,44,33,22,8,0,0,0,0,0,0,0,0,226,58663,30375,62233,3645,5,1143504.361,15143,98716.56452,1,0,151433,519506,0,0,0,0,0,0,0,130522,3089,892,518111,0.021331253,2.48887E-05,283967.6875
406,311,3304235,310,123,3310,1.281428,3310,123,BA102-04-19,3,4,3,8,16,18,57,36,25,14,4,0,0,0,0,0,0,0,0,218,27500,7139,7841,1629,3,1763685.035,13061,100398.8303,1,0,130611,1052260,0,0,0,0,0,0,0,130611,2021,123,1049330,0.010141579,6.22123E-06,70977.61719
407,311,3304235,310,125,3290,0.396211,3290,121,NS006-04-01,3,4,3,8,16,18,55,34,23,12,4,0,0,0,0,0,0,0,0,218,13200,1213,4775,131,3,1023828.174,13062,100473.6775,0,0,0,1023830,0,0,0,0,0,0,0,130620,2023,125,1021090,0.025383229,1.50129E-05,171292.7969
408,311,3304235,310,126,3300,0.520535,3300,122,NS006-04-01,3,4,3,8,16,18,57,36,25,14,4,0,0,0,0,0,0,0,0,218,36575,5495,28952,2681,3,1345088.555,13064,101372.1889,0,0,0,1345090,0,0,0,0,0,0,0,130640,2024,126,1341470,0.040421244,0.000105854,1207750.375
409,311,3304235,310,146,3360,0.690011,3360,128,NS007-04-12,3,4,3,9,16,19,37,26,15,14,4,0,0,0,0,0,0,0,0,219,15400,5380,47849,6507,3,1783022.016,13101,102497.652,0,0,0,1783020,0,0,0,0,0,0,0,131010,2030,146,1778200,0.035939722,7.18441E-05,819702.6875
410,311,3304235,310,344,3390,0.496155,3390,131,NS007-01-13,3,4,3,9,16,19,47,36,25,14,4,0,0,0,0,0,0,0,0,219,5775,1409,4451,3837,3,1282090.133,13081,102566.2373,0,0,0,1282090,0,0,0,0,0,0,0,130810,2056,344,1278520,0.02366091,3.46359E-05,395155.4063
411,311,3304235,310,492,3310,1.281428,3310,123,BA102-04-19,3,4,3,8,16,18,57,36,25,14,4,0,0,0,0,0,0,0,0,218,27500,7139,7841,1629,3,1547596.076,13063,101353.7007,0,0,0,1547600,0,0,0,0,0,0,0,130220,2062,492,1543300,0.030809334,5.39105E-05,615066.0625
412,311,3304235,310,842,3310,1.281428,3310,123,BA102-04-19,3,4,3,8,16,18,57,36,25,14,4,0,0,0,0,0,0,0,0,218,27500,7139,7841,1629,3,1763685.035,13061,100398.8303,1,0,130612,711421,0,0,0,0,0,0,0,151311,2089,842,709488,0.007918485,3.63216E-06,41439.81641
413,312,3327007.5,311,120,3370,0.745174,3370,129,NS007-03-06,3,4,3,9,16,19,47,36,25,14,4,0,0,0,0,0,0,0,0,219,39875,15632,33914,3659,3,1925566.754,13111,103838.1426,0,0,0,1925570,0,0,0,0,0,0,0,131110,2018,120,1920310,0.047215611,0.000134835,1538348
414,312,3327007.5,311,121,3380,0.482879,3380,130,NS007-02-09,3,4,3,9,16,19,47,36,25,14,4,0,0,0,0,0,0,0,0,219,23100,7305,10725,3552,3,1247785.535,13091,103773.7851,0,0,0,1247790,0,0,0,0,0,0,0,130910,2019,121,1244290,0.03537704,6.66101E-05,759933.25
415,312,3327007.5,311,146,3360,0.690011,3360,128,NS007-04-12,3,4,3,9,16,19,37,26,15,14,4,0,0,0,0,0,0,0,0,219,15400,5380,47849,6507,3,1783022.016,13101,102497.652,0,0,0,1783020,0,0,0,0,0,0,0,131010,2030,146,1778200,0.032611119,6.00424E-05,685043.5625
416,312,3327007.5,311,344,3390,0.496155,3390,131,NS007-01-13,3,4,3,9,16,19,47,36,25,14,4,0,0,0,0,0,0,0,0,219,5775,1409,4451,3837,3,1282090.133,13081,102566.2373,0,0,0,1282090,0,0,0,0,0,0,0,130810,2056,344,1278520,0.022241381,3.12068E-05,356028.9688
417,313,3304048.5,312,115,2490,1.099324,2490,85,NS008-01-08,3,3,3,10,16,20,66,45,34,13,3,0,0,0,0,0,0,0,0,220,86059,25562,90182,2222,3,2840704.411,13131,105905.92,0,0,0,2840700,0,0,0,0,0,0,0,131310,2015,115,2832850,0.050270372,0.000146834,1675179.5
418,313,3304048.5,312,120,3370,0.745174,3370,129,NS007-03-06,3,4,3,9,16,19,47,36,25,14,4,0,0,0,0,0,0,0,0,219,39875,15632,33914,3659,3,1925566.754,13111,103838.1426,0,0,0,1925570,0,0,0,0,0,0,0,131110,2018,120,1920310,0.02531967,1.29417E-05,147653.2344
419,313,3304048.5,312,490,2500,1.3804,2500,86,NS008-T1-02,3,3,3,10,16,20,47,36,25,24,3,0,0,0,0,0,0,0,0,220,47185,0,181,0,3,1695813.079,13991,104877.8507,0,0,0,1695810,0,0,0,0,0,0,0,179840,2060,490,1691110,0.048559225,0.000124985,1425924.125
420,313,3304048.5,312,884,3410,0.938655,3410,133,NS009-01-05,3,3,3,11,16,21,58,37,26,15,3,0,0,0,0,0,0,0,0,221,22902,9881,6477,608,3,1007187.201,13052,106716.478,1,0,130521,297020,0,0,0,0,0,0,0,190411,2101,884,296172,0.007863222,2.26125E-06,25796.31055
421,314,3292524,313,115,2490,1.099324,2490,85,NS008-01-08,3,3,3,10,16,20,66,45,34,13,3,0,0,0,0,0,0,0,0,220,86059,25562,90182,2222,3,2840704.411,13131,105905.92,0,0,0,2840700,0,0,0,0,0,0,0,131310,2015,115,2832850,0.045339204,4.71789E-05,538240.125
422,314,3292524,313,116,2480,1.301018,2480,84,NS008-02-12,3,3,3,10,16,20,66,45,34,13,3,0,0,0,0,0,0,0,4000,220,65093,23219,23874,5002,3,3361886.81,13132,107366.7001,0,0,0,3361890,0,0,0,0,0,0,0,131320,2016,116,3352650,0.052556298,0.000129478,1477153
423,314,3292524,313,224,3400,0.642251,3400,132,NS009-02-03,3,3,3,11,16,21,68,47,36,15,3,0,0,0,0,0,0,0,0,221,9900,400,270,781,3,1659603.457,13141,108097.4329,0,0,0,1659600,0,0,0,0,0,0,0,131410,2044,224,1654920,0.036014277,6.38124E-05,727980.0625
424,314,3292524,313,225,3420,7.145926,3420,134,NS009-T1-13,3,4,3,11,16,21,88,77,66,55,4,0,0,0,0,0,0,0,0,221,64048,2057,38453,1721,3,10849737.75,13044,109381.2163,0,0,0,10849700,0,0,0,0,0,0,0,130440,2045,225,10816700,0.012173855,6.06291E-06,69163.33594
425,314,3292524,313,694,3410,0.938655,3410,133,NS009-01-05,3,3,3,11,16,21,58,37,26,15,3,0,0,0,0,0,0,0,0,221,22902,9881,6477,608,3,1007187.201,13052,106716.478,1,0,130523,492654,0,0,0,0,0,0,0,180730,2068,694,491251,0.021722386,2.39182E-05,272859.7188
426,314,3292524,313,816,3420,7.145926,3420,134,NS009-T1-13,3,4,3,11,16,21,88,77,66,55,4,0,0,0,0,0,0,0,0,221,64048,2057,38453,1721,3,4277476.888,13043,106946.5593,0,0,0,2673500,0,0,0,0,0,0,0,159870,2073,816,2665690,0.005568302,7.45058E-07,8499.362305
427,314,3292524,313,884,3410,0.938655,3410,133,NS009-01-05,3,3,3,11,16,21,58,37,26,15,3,0,0,0,0,0,0,0,0,221,22902,9881,6477,608,3,1007187.201,13052,106716.478,1,0,130521,297020,0,0,0,0,0,0,0,190411,2101,884,296172,0.004763408,1.28336E-06,14640.49902
428,314,3292524,313,885,3410,0.938655,3410,133,NS009-01-05,3,3,3,11,16,21,58,37,26,15,3,0,0,0,0,0,0,0,0,221,22902,9881,6477,608,3,1007187.201,13052,106716.478,1,0,130522,217513,0,0,0,0,0,0,0,190422,2102,885,216893,0.021699745,1.72444E-05,196720.6719
429,315,3338160.5,314,116,2480,1.301018,2480,84,NS008-02-12,3,3,3,10,16,20,66,45,34,13,3,0,0,0,0,0,0,0,4000,220,65093,23219,23874,5002,3,3361886.81,13132,107366.7001,0,0,0,3361890,0,0,0,0,0,0,0,131320,2016,116,3352650,0.014811352,1.2761E-05,145586.2031
430,315,3338160.5,314,144,2380,0.578418,2380,74,FT005-02-03,2,2,2,2,9,11,56,35,24,13,2,0,0,0,0,0,0,0,0,211,30129,3853,2746,918,2,1494656.53,12021,109347.166,0,0,0,1494660,0,0,0,0,0,0,0,120210,1031,144,1490520,0.034996802,2.73082E-05,311531.5313
431,315,3338160.5,314,219,2560,4.220735,2560,92,FT006-T1-01,2,2,2,2,9,12,76,65,54,44,2,0,0,0,0,0,0,0,0,212,28544,827,8779,290,2,10081926.79,12991,111992.884,0,0,0,10081900,0,0,0,0,0,0,0,129910,1038,219,10051300,0.027333882,3.35686E-05,382936.375
432,315,3338160.5,314,223,2440,0.335714,2440,80,FT005-01-02,2,2,2,2,9,11,38,26,15,13,2,0,0,0,0,0,0,0,0,211,30309,140,5054,22,2,867502.2461,12011,109208.6304,0,0,0,867502,0,0,0,0,0,0,0,120110,1042,223,865062,0.038082156,7.594E-05,866342
