OBJECTID,FID_sz_1066,ID,AREA,ZONE,TAZ,SNAME,SECT6,SECT8,SECT12,SECT_T,SECT24,SECT50,CLASS2001,CLASS2010,CLASS2020,CLASS2030,HSSECT,DISTRICT,INCCLASS,EMPINC,INCCLASS05,INCCLASS30,EMPINC05,EMPINC30,TOURE,HKSZ,POP2005,POP2030,EMP2005,EMP2030,SECT29,mianji,CODE,_,_1,New_CODE,new_CODE_A,Area_A,codeA,code1112,code_1112,newTAZcode,TAZ_code,newCODE,code2,newCODE1,newTAZ_No,ORIG_ID,NewArea,FID_GRID_TAZ_50_100,grid_id,Grid_Area,Shape_Length,Shape_Area,segArea
840,55,7950,1.711369,7950,448,LG203-02,6,6,10,20,39,43,78,67,56,45,6,0,0,0,0,0,0,0,0,239,4196,19455,0,44415,19,2625440.362,20194,138333.2835,0,0,0,1327050,0,0,0,0,0,0,0,201940,3530,55,1321470,2961,2961,829819.958,0.026807418,4.664E-05,531331.875
841,56,5450,1.278446,5450,208,XBGY-27,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,3712,42,0,28,9,3303714.398,16152,85603.0045,0,0,0,3303710,0,0,0,0,0,0,0,161520,4501,56,3291360,3302,3302,830295.1166,0.023042142,3.24109E-05,369436.2813
842,56,5450,1.278446,5450,208,XBGY-27,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,3712,42,0,28,9,3303714.398,16152,85603.0045,0,0,0,3303710,0,0,0,0,0,0,0,161520,4501,56,3291360,3303,3303,830282.7557,0.018217331,2.06489E-05,235363.8281
843,56,5450,1.278446,5450,208,XBGY-27,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,3712,42,0,28,9,3303714.398,16152,85603.0045,0,0,0,3303710,0,0,0,0,0,0,0,161520,4501,56,3291360,3402,3402,830245.9774,0.030676955,5.76022E-05,656548.0625
844,56,5450,1.278446,5450,208,XBGY-27,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,3712,42,0,28,9,3303714.398,16152,85603.0045,0,0,0,3303710,0,0,0,0,0,0,0,161520,4501,56,3291360,3403,3403,830233.6187,0.026245845,4.0127E-05,457359.9375
845,56,5450,1.278446,5450,208,XBGY-27,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,3712,42,0,28,9,3303714.398,16152,85603.0045,0,0,0,3303710,0,0,0,0,0,0,0,161520,4501,56,3291360,3501,3501,830209.2117,0.004507756,7.55921E-07,8615.444336
846,56,5450,1.278446,5450,208,XBGY-27,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,3712,42,0,28,9,3303714.398,16152,85603.0045,0,0,0,3303710,0,0,0,0,0,0,0,161520,4501,56,3291360,3502,3502,830196.8212,0.031626597,6.64808E-05,757700.25
847,56,5450,1.278446,5450,208,XBGY-27,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,3712,42,0,28,9,3303714.398,16152,85603.0045,0,0,0,3303710,0,0,0,0,0,0,0,161520,4501,56,3291360,3503,3503,830184.4647,0.027659145,4.58635E-05,522713.25
848,56,5450,1.278446,5450,208,XBGY-27,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,3712,42,0,28,9,3303714.398,16152,85603.0045,0,0,0,3303710,0,0,0,0,0,0,0,161520,4501,56,3291360,3602,3602,830147.6479,0.017459409,1.30145E-05,148324.5469
849,56,5450,1.278446,5450,208,XBGY-27,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,3712,42,0,28,9,3303714.398,16152,85603.0045,0,0,0,3303710,0,0,0,0,0,0,0,161520,4501,56,3291360,3603,3603,830135.2936,0.018255045,1.18716E-05,135297.0781
850,57,5440,1.228668,5440,207,XBGY-35,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,2557,0,0,0,0,3175068.513,16192,84754.12334,1,0,161921,1395440,0,0,0,0,0,0,0,161921,4502,57,1390290,3301,3301,830307.5116,0.022480915,3.21197E-05,366121.4063
851,57,5440,1.228668,5440,207,XBGY-35,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,2557,0,0,0,0,3175068.513,16192,84754.12334,1,0,161921,1395440,0,0,0,0,0,0,0,161921,4502,57,1390290,3302,3302,830295.1166,0.013664945,9.90844E-06,112941.8594
852,57,5440,1.228668,5440,207,XBGY-35,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,2557,0,0,0,0,3175068.513,16192,84754.12334,1,0,161921,1395440,0,0,0,0,0,0,0,161921,4502,57,1390290,3401,3401,830258.3702,0.027353699,4.50642E-05,513647.25
853,57,5440,1.228668,5440,207,XBGY-35,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,2557,0,0,0,0,3175068.513,16192,84754.12334,1,0,161921,1395440,0,0,0,0,0,0,0,161921,4502,57,1390290,3402,3402,830245.9774,0.02001282,1.52394E-05,173698.2656
854,57,5440,1.228668,5440,207,XBGY-35,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,2557,0,0,0,0,3175068.513,16192,84754.12334,1,0,161921,1395440,0,0,0,0,0,0,0,161921,4502,57,1390290,3501,3501,830209.2117,0.017944418,1.57922E-05,179994.1719
855,57,5440,1.228668,5440,207,XBGY-35,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,2557,0,0,0,0,3175068.513,16192,84754.12334,1,0,161921,1395440,0,0,0,0,0,0,0,161921,4502,57,1390290,3502,3502,830196.8212,0.010617477,3.85069E-06,43888.45313
856,58,5560,1.137402,5560,219,XBGY-20,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,12786,3207,518,4369,9,2939233.398,16151,87505.1042,0,0,0,2939230,0,0,0,0,0,0,0,161510,4503,58,2927710,3602,3602,830147.6479,0.001338715,7.44872E-08,848.895752
857,58,5560,1.137402,5560,219,XBGY-20,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,12786,3207,518,4369,9,2939233.398,16151,87505.1042,0,0,0,2939230,0,0,0,0,0,0,0,161510,4503,58,2927710,3603,3603,830135.2936,0.027070706,4.47242E-05,509694.3438
858,58,5560,1.137402,5560,219,XBGY-20,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,12786,3207,518,4369,9,2939233.398,16151,87505.1042,0,0,0,2939230,0,0,0,0,0,0,0,161510,4503,58,2927710,3604,3604,830122.9735,0.03165003,6.04668E-05,689095.8125
859,58,5560,1.137402,5560,219,XBGY-20,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,12786,3207,518,4369,9,2939233.398,16151,87505.1042,0,0,0,2939230,0,0,0,0,0,0,0,161510,4503,58,2927710,3605,3605,830110.6873,0.022943421,3.082E-05,351227.5
860,58,5560,1.137402,5560,219,XBGY-20,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,12786,3207,518,4369,9,2939233.398,16151,87505.1042,0,0,0,2939230,0,0,0,0,0,0,0,161510,4503,58,2927710,3703,3703,830086.1056,0.004949444,3.31756E-07,3780.638672
861,58,5560,1.137402,5560,219,XBGY-20,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,12786,3207,518,4369,9,2939233.398,16151,87505.1042,0,0,0,2939230,0,0,0,0,0,0,0,161510,4503,58,2927710,3704,3704,830073.7876,0.023845167,1.90242E-05,216792.0313
862,58,5560,1.137402,5560,219,XBGY-20,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,12786,3207,518,4369,9,2939233.398,16151,87505.1042,0,0,0,2939230,0,0,0,0,0,0,0,161510,4503,58,2927710,3705,3705,830061.5037,0.02471704,3.5006E-05,398909.8438
863,58,5560,1.137402,5560,219,XBGY-20,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,12786,3207,518,4369,9,2939233.398,16151,87505.1042,0,0,0,2939230,0,0,0,0,0,0,0,161510,4503,58,2927710,3805,3805,830012.3031,0.025191494,2.96194E-05,337503.4375
864,58,5560,1.137402,5560,219,XBGY-20,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,12786,3207,518,4369,9,2939233.398,16151,87505.1042,0,0,0,2939230,0,0,0,0,0,0,0,161510,4503,58,2927710,3806,3806,830000.0554,0.009250302,3.61124E-06,41147.85156
865,58,5560,1.137402,5560,219,XBGY-20,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,12786,3207,518,4369,9,2939233.398,16151,87505.1042,0,0,0,2939230,0,0,0,0,0,0,0,161510,4503,58,2927710,3905,3905,829963.0854,0.017626943,1.3732E-05,156465.0313
866,58,5560,1.137402,5560,219,XBGY-20,5,8,6,16,31,31,88,77,66,55,8,0,0,0,0,0,0,0,0,229,12786,3207,518,4369,9,2939233.398,16151,87505.1042,0,0,0,2939230,0,0,0,0,0,0,0,161510,4503,58,2927710,3906,3906,829950.8399,0.017994644,1.95064E-05,222256.3906
867,59,4010,0.481257,4010,146,YT101-01-16,4,5,4,14,23,24,57,45,34,22,5,0,0,0,0,0,0,0,0,223,42296,16265,40536,1958,4,1243606.2,14012,132442.4907,0,0,0,1243610,0,0,0,0,0,0,0,140120,2506,59,1239680,1154,1154,830771.869,0.011108871,6.1327E-06,69943.08594
868,59,4010,0.481257,4010,146,YT101-01-16,4,5,4,14,23,24,57,45,34,22,5,0,0,0,0,0,0,0,0,223,42296,16265,40536,1958,4,1243606.2,14012,132442.4907,0,0,0,1243610,0,0,0,0,0,0,0,140120,2506,59,1239680,1155,1155,830761.2354,0.006973943,1.74157E-06,19862.20703
869,59,4010,0.481257,4010,146,YT101-01-16,4,5,4,14,23,24,57,45,34,22,5,0,0,0,0,0,0,0,0,223,42296,16265,40536,1958,4,1243606.2,14012,132442.4907,0,0,0,1243610,0,0,0,0,0,0,0,140120,2506,59,1239680,1254,1254,830723.212,0.032465187,3.3216E-05,378810.6563
870,59,4010,0.481257,4010,146,YT101-01-16,4,5,4,14,23,24,57,45,34,22,5,0,0,0,0,0,0,0,0,223,42296,16265,40536,1958,4,1243606.2,14012,132442.4907,0,0,0,1243610,0,0,0,0,0,0,0,140120,2506,59,1239680,1255,1255,830712.5803,0.024847733,2.66177E-05,303559.9063
871,59,4010,0.481257,4010,146,YT101-01-16,4,5,4,14,23,24,57,45,34,22,5,0,0,0,0,0,0,0,0,223,42296,16265,40536,1958,4,1243606.2,14012,132442.4907,0,0,0,1243610,0,0,0,0,0,0,0,140120,2506,59,1239680,1353,1353,830685.2019,0.004341701,4.77162E-07,5441.604492
872,59,4010,0.481257,4010,146,YT101-01-16,4,5,4,14,23,24,57,45,34,22,5,0,0,0,0,0,0,0,0,223,42296,16265,40536,1958,4,1243606.2,14012,132442.4907,0,0,0,1243610,0,0,0,0,0,0,0,140120,2506,59,1239680,1354,1354,830674.538,0.024390802,3.18649E-05,363386.125
873,59,4010,0.481257,4010,146,YT101-01-16,4,5,4,14,23,24,57,45,34,22,5,0,0,0,0,0,0,0,0,223,42296,16265,40536,1958,4,1243606.2,14012,132442.4907,0,0,0,1243610,0,0,0,0,0,0,0,140120,2506,59,1239680,1355,1355,830663.9082,0.011688223,8.65273E-06,98675.34375
874,60,4020,0.223975,4020,147,YT101-01-16,4,5,4,14,23,24,57,45,34,22,5,0,0,0,0,0,0,0,0,223,17208,8857,6357,932,4,578770.1272,14013,133206.5902,0,0,0,578770,0,0,0,0,0,0,0,140130,2507,60,576927,1255,1255,830712.5803,0.018625281,2.02373E-05,230789.9844
875,60,4020,0.223975,4020,147,YT101-01-16,4,5,4,14,23,24,57,45,34,22,5,0,0,0,0,0,0,0,0,223,17208,8857,6357,932,4,578770.1272,14013,133206.5902,0,0,0,578770,0,0,0,0,0,0,0,140130,2507,60,576927,1355,1355,830663.9082,0.020727894,2.77179E-05,316090.0313
876,60,4020,0.223975,4020,147,YT101-01-16,4,5,4,14,23,24,57,45,34,22,5,0,0,0,0,0,0,0,0,223,17208,8857,6357,932,4,578770.1272,14013,133206.5902,0,0,0,578770,0,0,0,0,0,0,0,140130,2507,60,576927,1356,1356,830653.3125,0.008088083,2.63476E-06,30046.18945
877,61,4030,0.51208,4030,148,YT101-01-16,4,5,4,14,23,24,57,46,35,34,5,0,0,0,0,0,0,0,0,223,6657,590,40632,1264,4,1323261.233,14015,134367.5908,0,0,0,1323260,0,0,0,0,0,0,0,140150,2508,61,1318930,1355,1355,830663.9082,0.007365823,2.1356E-06,24353.30859
878,61,4030,0.51208,4030,148,YT101-01-16,4,5,4,14,23,24,57,46,35,34,5,0,0,0,0,0,0,0,0,223,6657,590,40632,1264,4,1323261.233,14015,134367.5908,0,0,0,1323260,0,0,0,0,0,0,0,140150,2508,61,1318930,1356,1356,830653.3125,0.028865105,3.40266E-05,388020.6875
879,61,4030,0.51208,4030,148,YT101-01-16,4,5,4,14,23,24,57,46,35,34,5,0,0,0,0,0,0,0,0,223,6657,590,40632,1264,4,1323261.233,14015,134367.5908,0,0,0,1323260,0,0,0,0,0,0,0,140150,2508,61,1318930,1357,1357,830642.7508,0.014078646,8.36991E-06,95443.125
880,61,4030,0.51208,4030,148,YT101-01-16,4,5,4,14,23,24,57,46,35,34,5,0,0,0,0,0,0,0,0,223,6657,590,40632,1264,4,1323261.233,14015,134367.5908,0,0,0,1323260,0,0,0,0,0,0,0,140150,2508,61,1318930,1456,1456,830604.6252,0.02516789,2.55302E-05,291119.25
881,61,4030,0.51208,4030,148,YT101-01-16,4,5,4,14,23,24,57,46,35,34,5,0,0,0,0,0,0,0,0,223,6657,590,40632,1264,4,1323261.233,14015,134367.5908,0,0,0,1323260,0,0,0,0,0,0,0,140150,2508,61,1318930,1457,1457,830594.0655,0.026728478,4.35409E-05,496488.2813
882,61,4030,0.51208,4030,148,YT101-01-16,4,5,4,14,23,24,57,46,35,34,5,0,0,0,0,0,0,0,0,223,6657,590,40632,1264,4,1323261.233,14015,134367.5908,0,0,0,1323260,0,0,0,0,0,0,0,140150,2508,61,1318930,1557,1557,830545.3631,0.00626505,2.06207E-06,23512.48633
883,62,1100,0.834067,1100,10,LH002-04-05,1,1,1,1,1,2,56,35,24,13,1,0,0,0,0,0,0,0,0,202,49555,15633,15106,2750,1,2155277.942,11141,124073.643,0,0,0,2155280,0,0,0,0,0,0,0,111410,1501,62,2148760,1144,1144,830880.0819,0.007479406,1.31032E-06,14945.89453
884,62,1100,0.834067,1100,10,LH002-04-05,1,1,1,1,1,2,56,35,24,13,1,0,0,0,0,0,0,0,0,202,49555,15633,15106,2750,1,2155277.942,11141,124073.643,0,0,0,2155280,0,0,0,0,0,0,0,111410,1501,62,2148760,1145,1145,830869.1071,0.024919267,2.67662E-05,305306.8438
885,62,1100,0.834067,1100,10,LH002-04-05,1,1,1,1,1,2,56,35,24,13,1,0,0,0,0,0,0,0,0,202,49555,15633,15106,2750,1,2155277.942,11141,124073.643,0,0,0,2155280,0,0,0,0,0,0,0,111410,1501,62,2148760,1146,1146,830858.1663,0.010902236,5.40845E-06,61690.02344
886,62,1100,0.834067,1100,10,LH002-04-05,1,1,1,1,1,2,56,35,24,13,1,0,0,0,0,0,0,0,0,202,49555,15633,15106,2750,1,2155277.942,11141,124073.643,0,0,0,2155280,0,0,0,0,0,0,0,111410,1501,62,2148760,1244,1244,830831.4056,0.020820741,1.84967E-05,210974.7656
887,62,1100,0.834067,1100,10,LH002-04-05,1,1,1,1,1,2,56,35,24,13,1,0,0,0,0,0,0,0,0,202,49555,15633,15106,2750,1,2155277.942,11141,124073.643,0,0,0,2155280,0,0,0,0,0,0,0,111410,1501,62,2148760,1245,1245,830820.4327,0.03416,7.28416E-05,830820.4375
888,62,1100,0.834067,1100,10,LH002-04-05,1,1,1,1,1,2,56,35,24,13,1,0,0,0,0,0,0,0,0,202,49555,15633,15106,2750,1,2155277.942,11141,124073.643,0,0,0,2155280,0,0,0,0,0,0,0,111410,1501,62,2148760,1246,1246,830809.4939,0.03073927,2.98163E-05,340076.5938
889,62,1100,0.834067,1100,10,LH002-04-05,1,1,1,1,1,2,56,35,24,13,1,0,0,0,0,0,0,0,0,202,49555,15633,15106,2750,1,2155277.942,11141,124073.643,0,0,0,2155280,0,0,0,0,0,0,0,111410,1501,62,2148760,1344,1344,830782.7122,0.000254972,2.09137E-09,23.85330391
890,62,1100,0.834067,1100,10,LH002-04-05,1,1,1,1,1,2,56,35,24,13,1,0,0,0,0,0,0,0,0,202,49555,15633,15106,2750,1,2155277.942,11141,124073.643,0,0,0,2155280,0,0,0,0,0,0,0,111410,1501,62,2148760,1345,1345,830771.7413,0.021867946,2.01411E-05,229713.3125
891,62,1100,0.834067,1100,10,LH002-04-05,1,1,1,1,1,2,56,35,24,13,1,0,0,0,0,0,0,0,0,202,49555,15633,15106,2750,1,2155277.942,11141,124073.643,0,0,0,2155280,0,0,0,0,0,0,0,111410,1501,62,2148760,1346,1346,830760.8045,0.020146036,1.36087E-05,155210.3438
892,63,1300,0.256968,1300,30,LH006-01-25,1,1,1,1,1,6,57,46,35,34,1,0,0,0,0,0,0,0,0,206,15620,2597,7916,1299,1,664023.4847,11165,125788.0019,0,0,0,664024,0,0,0,0,0,0,0,111650,1544,63,661958,1346,1346,830760.8045,0.018702067,1.70258E-05,194182
893,63,1300,0.256968,1300,30,LH006-01-25,1,1,1,1,1,6,57,46,35,34,1,0,0,0,0,0,0,0,0,206,15620,2597,7916,1299,1,664023.4847,11165,125788.0019,0,0,0,664024,0,0,0,0,0,0,0,111650,1544,63,661958,1347,1347,830749.9018,0.030701309,1.73804E-05,198218.7656
894,63,1300,0.256968,1300,30,LH006-01-25,1,1,1,1,1,6,57,46,35,34,1,0,0,0,0,0,0,0,0,206,15620,2597,7916,1299,1,664023.4847,11165,125788.0019,0,0,0,664024,0,0,0,0,0,0,0,111650,1544,63,661958,1348,1348,830739.0332,0.016781163,5.59269E-06,63782.83203
895,63,1300,0.256968,1300,30,LH006-01-25,1,1,1,1,1,6,57,46,35,34,1,0,0,0,0,0,0,0,0,206,15620,2597,7916,1299,1,664023.4847,11165,125788.0019,0,0,0,664024,0,0,0,0,0,0,0,111650,1544,63,661958,1447,1447,830701.1972,0.017229109,8.76835E-06,99998.53125
896,63,1300,0.256968,1300,30,LH006-01-25,1,1,1,1,1,6,57,46,35,34,1,0,0,0,0,0,0,0,0,206,15620,2597,7916,1299,1,664023.4847,11165,125788.0019,0,0,0,664024,0,0,0,0,0,0,0,111650,1544,63,661958,1448,1448,830690.3306,0.014640667,9.27458E-06,105770.6406
897,64,1310,0.166108,1310,31,LH006-01-25,1,1,1,1,1,6,58,47,36,35,1,0,0,0,0,0,0,0,0,206,9955,6007,0,223,1,429234.4491,11166,127499.3718,0,0,0,429234,0,0,0,0,0,0,0,111660,1545,64,427887,1348,1348,830739.0332,0.009861944,5.76733E-06,65773.16406
898,64,1310,0.166108,1310,31,LH006-01-25,1,1,1,1,1,6,58,47,36,35,1,0,0,0,0,0,0,0,0,206,9955,6007,0,223,1,429234.4491,11166,127499.3718,0,0,0,429234,0,0,0,0,0,0,0,111660,1545,64,427887,1349,1349,830728.1987,0.026003165,2.2303E-05,254355.4219
899,64,1310,0.166108,1310,31,LH006-01-25,1,1,1,1,1,6,58,47,36,35,1,0,0,0,0,0,0,0,0,206,9955,6007,0,223,1,429234.4491,11166,127499.3718,0,0,0,429234,0,0,0,0,0,0,0,111660,1545,64,427887,1350,1350,830717.3983,0.007367264,2.94266E-06,33559.90625
900,64,1310,0.166108,1310,31,LH006-01-25,1,1,1,1,1,6,58,47,36,35,1,0,0,0,0,0,0,0,0,206,9955,6007,0,223,1,429234.4491,11166,127499.3718,0,0,0,429234,0,0,0,0,0,0,0,111660,1545,64,427887,1448,1448,830690.3306,0.009280872,4.99469E-06,56960.67969
901,64,1310,0.166108,1310,31,LH006-01-25,1,1,1,1,1,6,58,47,36,35,1,0,0,0,0,0,0,0,0,206,9955,6007,0,223,1,429234.4491,11166,127499.3718,0,0,0,429234,0,0,0,0,0,0,0,111660,1545,64,427887,1449,1449,830679.498,0.005884136,1.51148E-06,17237.26172
902,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1446,1446,830712.098,0.004304483,7.7252E-07,8809.80957
903,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1447,1447,830701.1972,0.006362767,1.15327E-06,13151.80957
904,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1546,1546,830663.3745,0.02034571,1.56407E-05,178358.4531
905,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1547,1547,830652.4757,0.036398426,6.38232E-05,727812.8125
906,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1548,1548,830641.611,0.026328693,3.42262E-05,390291.4375
907,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1549,1549,830630.7804,0.012695458,5.29669E-06,60398.65625
908,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1646,1646,830614.6339,0.010690743,4.75633E-06,54237.87109
909,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1647,1647,830603.7371,0.032887468,6.69967E-05,763954.6875
910,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1648,1648,830592.8743,0.03416,7.28416E-05,830592.875
911,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1649,1649,830582.0457,0.03289765,7.00085E-05,798279.0625
912,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1650,1650,830571.2511,0.025070837,2.99336E-05,341313.625
913,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1747,1747,830554.9815,0.029875791,5.47001E-05,623700.8125
914,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1748,1748,830544.1207,0.034160001,7.28416E-05,830544.1875
915,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1749,1749,830533.294,0.03416,7.28416E-05,830533.3125
916,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1750,1750,830522.5013,0.033507885,7.21393E-05,822515.9375
917,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1751,1751,830511.7428,0.017813829,1.20096E-05,136925.2188
918,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1847,1847,830506.2089,0.027923683,4.84595E-05,552511.75
919,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1848,1848,830495.35,0.03416,7.28416E-05,830495.3125
920,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1849,1849,830484.5252,0.031469737,5.76897E-05,657734.375
921,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1850,1850,830473.7345,0.02409909,1.20326E-05,137184.9375
922,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1851,1851,830462.9779,0.012876182,9.03942E-06,103060.0938
923,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1947,1947,830457.4192,0.014506772,1.23717E-05,141049.8125
924,65,1360,10.507862,1360,36,LH006-T2-13,1,1,1,1,1,6,88,77,66,55,1,0,0,0,0,0,0,0,0,206,48741,22050,33537,908,1,10160883.87,11152,127002.7169,0,0,0,10160900,0,0,0,0,0,0,0,111520,1502,65,10126900,1948,1948,830446.5623,0.022671014,2.46421E-05,280939.3438
